Ticker,CreatedDate,Stock_Price,Quantity,Invested_Value,ESGScore,Climate
 OIL,4/14/2020,10.80000019,10000,108000.0019,0.396825397,Fossil
 OIL,5/19/2020,10.19999981,10000,101999.9981,0.396825397,Fossil
 OIL,6/10/2020,12.02000046,10000,120200.0046,0.396825397,Fossil
 OIL,7/16/2020,12.56999969,10000,125699.9969,0.396825397,Fossil
 OIL,8/11/2020,13.21000004,10000,132100.0004,0.396825397,Fossil
 OIL,9/28/2020,12.23999977,10000,122399.9977,0.396825397,Fossil
 OIL,11/11/2020,12.69999981,10000,126999.9981,0.396825397,Fossil
 OIL,1/21/2021,15.35999966,10000,153599.9966,0.396825397,Fossil
 OIL,3/3/2021,17.79999924,10000,177999.9924,0.396825397,Fossil
 OIL,4/1/2021,18.18000031,10000,181800.0031,0.396825397,Fossil
 OIL,5/3/2021,19.04000092,10000,190400.0092,0.396825397,Fossil
 OIL,7/15/2021,21.44000053,10000,214400.0053,0.396825397,Fossil
 OIL,8/9/2021,20.18000031,10000,201800.0031,0.396825397,Fossil
 OIL,9/2/2021,21.39999962,10000,213999.9962,0.396825397,Fossil
 OIL,10/19/2021,25.05999947,10000,250599.9947,0.396825397,Fossil
 OIL,12/14/2021,21.98999977,10000,219899.9977,0.396825397,Fossil
 OIL,1/25/2022,26.36000061,10000,263600.0061,0.396825397,Fossil
 OIL,2/16/2022,28.35000038,10000,283500.0038,0.396825397,Fossil
 OIL,3/16/2022,30.79999924,10000,307999.9924,0.396825397,Fossil
 OIL,4/11/2022,31.45999908,10000,314599.9908,0.396825397,Fossil
 OIL,7/15/2022,31.79000092,10000,317900.0092,0.396825397,Fossil
 OIL,8/8/2022,31.70000076,10000,317000.0076,0.396825397,Fossil
 OIL,9/14/2022,31.87999916,10000,318799.9916,0.396825397,Fossil
 OIL,10/19/2022,30.70000076,10000,307000.0076,0.396825397,Fossil
 OIL,11/9/2022,31.98999977,10000,319899.9977,0.396825397,Fossil
 OIL,12/16/2022,28.5,10000,285000,0.396825397,Fossil
 OIL,1/27/2023,31.17000008,10000,311700.0008,0.396825397,Fossil
 OIL,2/8/2023,29.86000061,10000,298600.0061,0.396825397,Fossil
 OIL,3/9/2023,29.63999939,10000,296399.9939,0.396825397,Fossil
 STNE,4/14/2020,25.64999962,10000,256499.9962,0,GenderEquality
 STNE,5/19/2020,25.18000031,10000,251800.0031,0,GenderEquality
 STNE,6/10/2020,39.13999939,10000,391399.9939,0,GenderEquality
 STNE,7/16/2020,40.59000015,10000,405900.0015,0,GenderEquality
 STNE,8/11/2020,55,10000,550000,0,GenderEquality
 STNE,9/28/2020,55,10000,550000,0,GenderEquality
 STNE,11/11/2020,65.58999634,10000,655899.9634,0,GenderEquality
 STNE,1/21/2021,84.19000244,10000,841900.0244,0,GenderEquality
 STNE,3/3/2021,87.59999847,10000,875999.9847,0,GenderEquality
 STNE,4/1/2021,64.94999695,10000,649499.9695,0,GenderEquality
 STNE,5/3/2021,65.75,10000,657500,0,GenderEquality
 STNE,7/15/2021,60.70000076,10000,607000.0076,0,GenderEquality
 STNE,8/9/2021,58.33000183,10000,583300.0183,0,GenderEquality
 STNE,9/2/2021,47.81999969,10000,478199.9969,0.396825397,GenderEquality
 STNE,10/19/2021,37.75,10000,377500,0.396825397,GenderEquality
 STNE,12/14/2021,17.25,10000,172500,0.396825397,GenderEquality
 STNE,1/25/2022,14.63000011,10000,146300.0011,0.396825397,GenderEquality
 STNE,2/16/2022,12.93999958,10000,129399.9958,0.396825397,GenderEquality
 STNE,3/16/2022,9.449999809,10000,94499.99809,0.396825397,GenderEquality
 STNE,4/11/2022,11.30000019,10000,113000.0019,0.396825397,GenderEquality
 STNE,7/15/2022,8.75,10000,87500,0.396825397,GenderEquality
 STNE,8/8/2022,12,10000,120000,0.396825397,GenderEquality
 STNE,9/14/2022,9.449999809,10000,94499.99809,0.396825397,GenderEquality
 STNE,10/19/2022,10.82999992,10000,108299.9992,0.396825397,GenderEquality
 STNE,11/9/2022,10.53999996,10000,105399.9996,0.396825397,GenderEquality
 STNE,12/16/2022,9.31000042,10000,93100.0042,0.396825397,GenderEquality
 STNE,1/27/2023,11.77000046,10000,117700.0046,0.396825397,GenderEquality
 STNE,2/8/2023,10.46000004,10000,104600.0004,0.396825397,GenderEquality
 STNE,3/9/2023,9.600000381,10000,96000.00381,0.396825397,GenderEquality
 CIHHF,4/14/2020,4.53000021,10000,45300.0021,0.396825397,"Fossil,GenderEquality"
 CIHHF,5/19/2020,4.679999828,10000,46799.99828,0.396825397,"Fossil,GenderEquality"
 CIHHF,6/10/2020,5.039999962,10000,50399.99962,0.396825397,"Fossil,GenderEquality"
 CIHHF,7/16/2020,5.090000153,10000,50900.00153,0.396825397,"Fossil,GenderEquality"
 CIHHF,8/11/2020,5.099999905,10000,50999.99905,0.396825397,"Fossil,GenderEquality"
 CIHHF,9/28/2020,4.960000038,10000,49600.00038,0,"Fossil,GenderEquality"
 CIHHF,11/11/2020,6.340000153,10000,63400.00153,0,"Fossil,GenderEquality"
 CIHHF,1/21/2021,8.090000153,10000,80900.00153,0,"Fossil,GenderEquality"
 CIHHF,3/3/2021,7.960000038,10000,79600.00038,0,"Fossil,GenderEquality"
 CIHHF,4/1/2021,8.289999962,10000,82899.99962,0,"Fossil,GenderEquality"
 CIHHF,5/3/2021,8,10000,80000,0,"Fossil,GenderEquality"
 CIHHF,7/15/2021,7.619999886,10000,76199.99886,0,"Fossil,GenderEquality"
 CIHHF,8/9/2021,8,10000,80000,0,"Fossil,GenderEquality"
 CIHHF,9/2/2021,8.260000229,10000,82600.00229,0,"Fossil,GenderEquality"
 CIHHF,10/19/2021,8.220000267,10000,82200.00267,0,"Fossil,GenderEquality"
 CIHHF,12/14/2021,8.220000267,10000,82200.00267,0,"Fossil,GenderEquality"
 CIHHF,1/25/2022,8.319999695,10000,83199.99695,0,"Fossil,GenderEquality"
 CIHHF,2/16/2022,8.319999695,10000,83199.99695,0,"Fossil,GenderEquality"
 CIHHF,3/16/2022,7.480000019,10000,74800.00019,0,"Fossil,GenderEquality"
 CIHHF,4/11/2022,7.690000057,10000,76900.00057,0,"Fossil,GenderEquality"
 CIHHF,7/15/2022,6.159999847,10000,61599.99847,0,"Fossil,GenderEquality"
 CIHHF,8/8/2022,5.300000191,10000,53000.00191,0,"Fossil,GenderEquality"
 CIHHF,9/14/2022,5.300000191,10000,53000.00191,0.793650794,"Fossil,GenderEquality"
 CIHHF,10/19/2022,4.53000021,10000,45300.0021,0.793650794,"Fossil,GenderEquality"
 CIHHF,11/9/2022,3.450000048,10000,34500.00048,0.793650794,"Fossil,GenderEquality"
 CIHHF,12/16/2022,5.429999828,10000,54299.99828,0.793650794,"Fossil,GenderEquality"
 CIHHF,1/27/2023,6.5,10000,65000,0.793650794,"Fossil,GenderEquality"
 CIHHF,2/8/2023,5.809999943,10000,58099.99943,0.793650794,"Fossil,GenderEquality"
 CIHHF,3/9/2023,5.079999924,10000,50799.99924,0.793650794,"Fossil,GenderEquality"
 NIO,4/14/2020,3.160000086,10000,31600.00086,0,"Fossil,GenderEquality"
 NIO,5/19/2020,3.75,10000,37500,0,"Fossil,GenderEquality"
 NIO,6/10/2020,6.949999809,10000,69499.99809,0,"Fossil,GenderEquality"
 NIO,7/16/2020,13.15999985,10000,131599.9985,0,"Fossil,GenderEquality"
 NIO,8/11/2020,15.44999981,10000,154499.9981,0,"Fossil,GenderEquality"
 NIO,9/28/2020,19.15999985,10000,191599.9985,0,"Fossil,GenderEquality"
 NIO,11/11/2020,43.22999954,10000,432299.9954,0,"Fossil,GenderEquality"
 NIO,1/21/2021,58.58000183,10000,585800.0183,0,"Fossil,GenderEquality"
 NIO,3/3/2021,45.08000183,10000,450800.0183,0,"Fossil,GenderEquality"
 NIO,4/1/2021,42.06000137,10000,420600.0137,0,"Fossil,GenderEquality"
 NIO,5/3/2021,41.45000076,10000,414500.0076,0.396825397,"Fossil,GenderEquality"
 NIO,7/15/2021,44.77000046,10000,447700.0046,0.396825397,"Fossil,GenderEquality"
 NIO,8/9/2021,45.47999954,10000,454799.9954,0.396825397,"Fossil,GenderEquality"
 NIO,9/2/2021,41.02000046,10000,410200.0046,0.396825397,"Fossil,GenderEquality"
 NIO,10/19/2021,40.90000153,10000,409000.0153,0.396825397,"Fossil,GenderEquality"
 NIO,12/14/2021,32.38000107,10000,323800.0107,0.396825397,"Fossil,GenderEquality"
 NIO,1/25/2022,25.01000023,10000,250100.0023,0.396825397,"Fossil,GenderEquality"
 NIO,2/16/2022,25.84000015,10000,258400.0015,0.396825397,"Fossil,GenderEquality"
 NIO,3/16/2022,18.77000046,10000,187700.0046,0.793650794,"Fossil,GenderEquality"
 NIO,4/11/2022,20.06999969,10000,200699.9969,0.793650794,"Fossil,GenderEquality"
 NIO,7/15/2022,20.89999962,10000,208999.9962,0.793650794,"Fossil,GenderEquality"
 NIO,8/8/2022,20.79000092,10000,207900.0092,0.793650794,"Fossil,GenderEquality"
 NIO,9/14/2022,22.09000015,10000,220900.0015,0.793650794,"Fossil,GenderEquality"
 NIO,10/19/2022,11.89999962,10000,118999.9962,0.793650794,"Fossil,GenderEquality"
 NIO,11/9/2022,10.18000031,10000,101800.0031,0.793650794,"Fossil,GenderEquality"
 NIO,12/16/2022,12.38000011,10000,123800.0011,0.793650794,"Fossil,GenderEquality"
 NIO,1/27/2023,13.22000027,10000,132200.0027,0.793650794,"Fossil,GenderEquality"
 NIO,2/8/2023,10.90999985,10000,109099.9985,0.793650794,"Fossil,GenderEquality"
 NIO,3/9/2023,9.170000076,10000,91700.00076,0.793650794,"Fossil,GenderEquality"
JKS,4/14/2020,17.71999931,10000,177199.9931,N/A,
JKS,5/19/2020,17.35000038,10000,173500.0038,N/A,
JKS,6/10/2020,18.55999947,10000,185599.9947,N/A,
JKS,7/16/2020,20.84000015,10000,208400.0015,N/A,
JKS,8/11/2020,21.14999962,10000,211499.9962,N/A,
JKS,9/28/2020,37.79000092,10000,377900.0092,N/A,
JKS,11/11/2020,68.73999786,10000,687399.9786,N/A,
JKS,1/21/2021,68.98000336,10000,689800.0336,N/A,
JKS,3/3/2021,52.18000031,10000,521800.0031,N/A,
JKS,4/1/2021,42.81000137,10000,428100.0137,N/A,
JKS,5/3/2021,37.74000168,10000,377400.0168,N/A,
JKS,7/15/2021,63,10000,630000,N/A,
JKS,8/9/2021,58.59000015,10000,585900.0015,N/A,
JKS,9/2/2021,55.99000168,10000,559900.0168,N/A,
JKS,10/19/2021,56.31999969,10000,563199.9969,N/A,
JKS,12/14/2021,45.81999969,10000,458199.9969,N/A,
JKS,1/25/2022,42.22000122,10000,422200.0122,N/A,
JKS,2/16/2022,44.86000061,10000,448600.0061,N/A,
JKS,3/16/2022,49.13000107,10000,491300.0107,N/A,
JKS,4/11/2022,50.83000183,10000,508300.0183,N/A,
JKS,7/15/2022,64.15000153,10000,641500.0153,N/A,
JKS,8/8/2022,62.86000061,10000,628600.0061,N/A,
JKS,9/14/2022,61.79999924,10000,617999.9924,N/A,
JKS,10/19/2022,46.16999817,10000,461699.9817,N/A,
JKS,11/9/2022,50.65000153,10000,506500.0153,N/A,
JKS,12/16/2022,55.22999954,10000,552299.9954,N/A,
JKS,1/27/2023,56.95000076,10000,569500.0076,N/A,
JKS,2/8/2023,55.45000076,10000,554500.0076,N/A,
JKS,3/9/2023,58.95999908,10000,589599.9908,N/A,
 WWNTF,4/14/2020,0.600000024,10000,6000.00024,0.396825397,GenderEquality
 WWNTF,5/19/2020,0.600000024,10000,6000.00024,0.396825397,GenderEquality
 WWNTF,6/10/2020,0.600000024,10000,6000.00024,0.396825397,GenderEquality
 WWNTF,7/16/2020,0.600000024,10000,6000.00024,0.396825397,GenderEquality
 WWNTF,8/11/2020,0.600000024,10000,6000.00024,0.396825397,GenderEquality
 WWNTF,9/28/2020,0.709999979,10000,7099.99979,0.396825397,GenderEquality
 WWNTF,11/11/2020,0.699999988,10000,6999.99988,0.396825397,GenderEquality
 WWNTF,1/21/2021,0.699999988,10000,6999.99988,0.396825397,GenderEquality
 WWNTF,3/3/2021,0.699999988,10000,6999.99988,0.396825397,GenderEquality
 WWNTF,4/1/2021,0.769999981,10000,7699.99981,0.396825397,GenderEquality
 WWNTF,5/3/2021,0.769999981,10000,7699.99981,0.396825397,GenderEquality
 WWNTF,7/15/2021,0.670000017,10000,6700.00017,0.396825397,GenderEquality
 WWNTF,8/9/2021,0.699999988,10000,6999.99988,0.396825397,GenderEquality
 WWNTF,9/2/2021,0.709999979,10000,7099.99979,0.396825397,GenderEquality
 WWNTF,10/19/2021,0.709999979,10000,7099.99979,0.396825397,GenderEquality
 WWNTF,12/14/2021,0.870000005,10000,8700.00005,0.396825397,GenderEquality
 WWNTF,1/25/2022,0.939999998,10000,9399.99998,0.396825397,GenderEquality
 WWNTF,2/16/2022,1.019999981,10000,10199.99981,0.396825397,GenderEquality
 WWNTF,3/16/2022,1.019999981,10000,10199.99981,0.396825397,GenderEquality
 WWNTF,4/11/2022,1.019999981,10000,10199.99981,0.396825397,GenderEquality
 WWNTF,7/15/2022,0.839999974,10000,8399.99974,0.396825397,GenderEquality
 WWNTF,8/8/2022,0.839999974,10000,8399.99974,0.396825397,GenderEquality
 WWNTF,9/14/2022,0.689999998,10000,6899.99998,0.396825397,GenderEquality
 WWNTF,10/19/2022,0.639999986,10000,6399.99986,0.396825397,GenderEquality
 WWNTF,11/9/2022,0.639999986,10000,6399.99986,0.396825397,GenderEquality
 WWNTF,12/16/2022,0.709999979,10000,7099.99979,0.396825397,GenderEquality
 WWNTF,1/27/2023,0.689999998,10000,6899.99998,0.396825397,GenderEquality
 WWNTF,2/8/2023,0.689999998,10000,6899.99998,0.396825397,GenderEquality
 WWNTF,3/9/2023,0.589999974,10000,5899.99974,0.396825397,GenderEquality
 ACA,4/14/2020,42.36000061,10000,423600.0061,0.396825397,"Fossil,GenderEquality"
 ACA,5/19/2020,34.43999863,10000,344399.9863,0.396825397,"Fossil,GenderEquality"
 ACA,6/10/2020,43.75,10000,437500,0.396825397,"Fossil,GenderEquality"
 ACA,7/16/2020,43.97999954,10000,439799.9954,0.396825397,"Fossil,GenderEquality"
 ACA,8/11/2020,47.02999878,10000,470299.9878,0.396825397,"Fossil,GenderEquality"
 ACA,9/28/2020,44.68000031,10000,446800.0031,0.396825397,"Fossil,GenderEquality"
 ACA,11/11/2020,54.72000122,10000,547200.0122,0.396825397,"Fossil,GenderEquality"
 ACA,1/21/2021,62.29000092,10000,622900.0092,0.396825397,"Fossil,GenderEquality"
 ACA,3/3/2021,58.74000168,10000,587400.0168,0.396825397,"Fossil,GenderEquality"
 ACA,4/1/2021,65.83000183,10000,658300.0183,0.396825397,"Fossil,GenderEquality"
 ACA,5/3/2021,64.27999878,10000,642799.9878,0.396825397,"Fossil,GenderEquality"
 ACA,7/15/2021,54.84000015,10000,548400.0015,0.396825397,"Fossil,GenderEquality"
 ACA,8/9/2021,51.40999985,10000,514099.9985,0.396825397,"Fossil,GenderEquality"
 ACA,9/2/2021,51.47999954,10000,514799.9954,0.396825397,"Fossil,GenderEquality"
 ACA,10/19/2021,52.18000031,10000,521800.0031,0.396825397,"Fossil,GenderEquality"
 ACA,12/14/2021,55.40999985,10000,554099.9985,0.396825397,"Fossil,GenderEquality"
 ACA,1/25/2022,49.16999817,10000,491699.9817,0.396825397,"Fossil,GenderEquality"
 ACA,2/16/2022,48.02999878,10000,480299.9878,0.396825397,"Fossil,GenderEquality"
 ACA,3/16/2022,58.79000092,10000,587900.0092,0.396825397,"Fossil,GenderEquality"
 ACA,4/11/2022,55.77999878,10000,557799.9878,0.396825397,"Fossil,GenderEquality"
 ACA,7/15/2022,46.22000122,10000,462200.0122,0.396825397,"Fossil,GenderEquality"
 ACA,8/8/2022,63.22999954,10000,632299.9954,0.396825397,"Fossil,GenderEquality"
 ACA,9/14/2022,57.18999863,10000,571899.9863,0.793650794,"Fossil,GenderEquality"
 ACA,10/19/2022,61.47000122,10000,614700.0122,0.793650794,"Fossil,GenderEquality"
 ACA,11/9/2022,57.14500046,10000,571450.0046,0.793650794,"Fossil,GenderEquality"
 ACA,12/16/2022,55.46900177,10000,554690.0177,0.793650794,"Fossil,GenderEquality"
 ACA,1/27/2023,58.84999847,10000,588499.9847,0.793650794,"Fossil,GenderEquality"
 ACA,2/8/2023,59.54000092,10000,595400.0092,0.793650794,"Fossil,GenderEquality"
 ACA,3/9/2023,61.15000153,10000,611500.0153,0.793650794,"Fossil,GenderEquality"
 AXAHF,4/14/2020,17.10000038,10000,171000.0038,0.396825397,"Fossil,GenderEquality"
 AXAHF,5/19/2020,17.22999954,10000,172299.9954,0.396825397,"Fossil,GenderEquality"
 AXAHF,6/10/2020,21.87000084,10000,218700.0084,0.396825397,"Fossil,GenderEquality"
 AXAHF,7/16/2020,21.11000061,10000,211100.0061,0.396825397,"Fossil,GenderEquality"
 AXAHF,8/11/2020,21,10000,210000,0.396825397,"Fossil,GenderEquality"
 AXAHF,9/28/2020,18.57999992,10000,185799.9992,0.396825397,"Fossil,GenderEquality"
 AXAHF,11/11/2020,21.53000069,10000,215300.0069,0.396825397,"Fossil,GenderEquality"
 AXAHF,1/21/2021,23.71999931,10000,237199.9931,0.396825397,"Fossil,GenderEquality"
 AXAHF,3/3/2021,26.5,10000,265000,0.396825397,"Fossil,GenderEquality"
 AXAHF,4/1/2021,27.29000092,10000,272900.0092,0.396825397,"Fossil,GenderEquality"
 AXAHF,5/3/2021,28.45000076,10000,284500.0076,0.396825397,"Fossil,GenderEquality"
 AXAHF,7/15/2021,25.75,10000,257500,0.396825397,"Fossil,GenderEquality"
 AXAHF,8/9/2021,27.97999954,10000,279799.9954,0.396825397,"Fossil,GenderEquality"
 AXAHF,9/2/2021,28,10000,280000,0.396825397,"Fossil,GenderEquality"
 AXAHF,10/19/2021,27.81999969,10000,278199.9969,0.396825397,"Fossil,GenderEquality"
 AXAHF,12/14/2021,28.13999939,10000,281399.9939,0.396825397,"Fossil,GenderEquality"
 AXAHF,1/25/2022,30.61000061,10000,306100.0061,0.396825397,"Fossil,GenderEquality"
 AXAHF,2/16/2022,31.85000038,10000,318500.0038,0.396825397,"Fossil,GenderEquality"
 AXAHF,3/16/2022,28.63999939,10000,286399.9939,0.396825397,"Fossil,GenderEquality"
 AXAHF,4/11/2022,28.61000061,10000,286100.0061,0.396825397,"Fossil,GenderEquality"
 AXAHF,7/15/2022,21.28000069,10000,212800.0069,0.396825397,"Fossil,GenderEquality"
 AXAHF,8/8/2022,24.73999977,10000,247399.9977,0.396825397,"Fossil,GenderEquality"
 AXAHF,9/14/2022,25.36000061,10000,253600.0061,0.793650794,"Fossil,GenderEquality"
 AXAHF,10/19/2022,23.75,10000,237500,0.793650794,"Fossil,GenderEquality"
 AXAHF,11/9/2022,26.38999939,10000,263899.9939,0.793650794,"Fossil,GenderEquality"
 AXAHF,12/16/2022,27.77000046,10000,277700.0046,0.793650794,"Fossil,GenderEquality"
 AXAHF,1/27/2023,31.17000008,10000,311700.0008,0.793650794,"Fossil,GenderEquality"
 AXAHF,2/8/2023,31.55999947,10000,315599.9947,0.793650794,"Fossil,GenderEquality"
 AXAHF,3/9/2023,31.79999924,10000,317999.9924,0.793650794,"Fossil,GenderEquality"
 SEBYF,4/14/2020,125,10000,1250000,0.396825397,GenderEquality
 SEBYF,5/19/2020,106.0269089,10000,1060269.089,0.396825397,GenderEquality
 SEBYF,6/10/2020,106.0269089,10000,1060269.089,0.396825397,GenderEquality
 SEBYF,7/16/2020,139.0909119,10000,1390909.119,0.396825397,GenderEquality
 SEBYF,8/11/2020,157.2727203,10000,1572727.203,0.396825397,GenderEquality
 SEBYF,9/28/2020,157.2727203,10000,1572727.203,0.396825397,GenderEquality
 SEBYF,11/11/2020,157.2727203,10000,1572727.203,0.396825397,GenderEquality
 SEBYF,1/21/2021,162.7272644,10000,1627272.644,0.396825397,GenderEquality
 SEBYF,3/3/2021,162.7272644,10000,1627272.644,0.396825397,GenderEquality
 SEBYF,4/1/2021,171.25,10000,1712500,0.396825397,GenderEquality
 SEBYF,5/3/2021,182.9208984,10000,1829208.984,0.396825397,GenderEquality
 SEBYF,7/15/2021,179.75,10000,1797500,0.396825397,GenderEquality
 SEBYF,8/9/2021,166.1100006,10000,1661100.006,0.396825397,GenderEquality
 SEBYF,9/2/2021,164,10000,1640000,0.396825397,GenderEquality
 SEBYF,10/19/2021,164,10000,1640000,0.396825397,GenderEquality
 SEBYF,12/14/2021,149.6100006,10000,1496100.006,0.396825397,GenderEquality
 SEBYF,1/25/2022,142.5800018,10000,1425800.018,0.396825397,GenderEquality
 SEBYF,2/16/2022,110.6999969,10000,1106999.969,0.396825397,GenderEquality
 SEBYF,3/16/2022,145,10000,1450000,0.396825397,GenderEquality
 SEBYF,4/11/2022,145,10000,1450000,0.396825397,GenderEquality
 SEBYF,7/15/2022,96.12303162,10000,961230.3162,0.396825397,GenderEquality
 SEBYF,8/8/2022,96.12303162,10000,961230.3162,0.396825397,GenderEquality
 SEBYF,9/14/2022,76.48876953,10000,764887.6953,0.396825397,GenderEquality
 SEBYF,10/19/2022,63.72888947,10000,637288.8947,0.396825397,GenderEquality
 SEBYF,11/9/2022,63.72888947,10000,637288.8947,0.396825397,GenderEquality
 SEBYF,12/16/2022,63.72888947,10000,637288.8947,0.396825397,GenderEquality
 SEBYF,1/27/2023,80.59999847,10000,805999.9847,0.396825397,GenderEquality
 SEBYF,2/8/2023,80.59999847,10000,805999.9847,0.396825397,GenderEquality
 SEBYF,3/9/2023,80.59999847,10000,805999.9847,0.396825397,GenderEquality
 ACGBF,4/14/2020,0.430000007,10000,4300.00007,0.396825397,"Fossil,GenderEquality"
 ACGBF,5/19/2020,0.409999996,10000,4099.99996,0.396825397,"Fossil,GenderEquality"
 ACGBF,6/10/2020,0.389999986,10000,3899.99986,0.396825397,"Fossil,GenderEquality"
 ACGBF,7/16/2020,0.360000014,10000,3600.00014,0.396825397,"Fossil,GenderEquality"
 ACGBF,8/11/2020,0.349999994,10000,3499.99994,0.396825397,"Fossil,GenderEquality"
 ACGBF,9/28/2020,0.319999993,10000,3199.99993,0.396825397,"Fossil,GenderEquality"
 ACGBF,11/11/2020,0.370000005,10000,3700.00005,0.396825397,"Fossil,GenderEquality"
 ACGBF,1/21/2021,0.400000006,10000,4000.00006,0.396825397,"Fossil,GenderEquality"
 ACGBF,3/3/2021,0.340000004,10000,3400.00004,0.396825397,"Fossil,GenderEquality"
 ACGBF,4/1/2021,0.400000006,10000,4000.00006,0.396825397,"Fossil,GenderEquality"
 ACGBF,5/3/2021,0.379999995,10000,3799.99995,0.396825397,"Fossil,GenderEquality"
 ACGBF,7/15/2021,0.340000004,10000,3400.00004,0.396825397,"Fossil,GenderEquality"
 ACGBF,8/9/2021,0.340000004,10000,3400.00004,0.396825397,"Fossil,GenderEquality"
 ACGBF,9/2/2021,0.340000004,10000,3400.00004,0.396825397,"Fossil,GenderEquality"
 ACGBF,10/19/2021,0.330000013,10000,3300.00013,0.396825397,"Fossil,GenderEquality"
 ACGBF,12/14/2021,0.349999994,10000,3499.99994,0.396825397,"Fossil,GenderEquality"
 ACGBF,1/25/2022,0.370000005,10000,3700.00005,0.396825397,"Fossil,GenderEquality"
 ACGBF,2/16/2022,0.400000006,10000,4000.00006,0.396825397,"Fossil,GenderEquality"
 ACGBF,3/16/2022,0.360000014,10000,3600.00014,0.396825397,"Fossil,GenderEquality"
 ACGBF,4/11/2022,0.370000005,10000,3700.00005,0.396825397,"Fossil,GenderEquality"
 ACGBF,7/15/2022,0.340000004,10000,3400.00004,0.396825397,"Fossil,GenderEquality"
 ACGBF,8/8/2022,0.319999993,10000,3199.99993,0.396825397,"Fossil,GenderEquality"
 ACGBF,9/14/2022,0.319999993,10000,3199.99993,0.793650794,"Fossil,GenderEquality"
 ACGBF,10/19/2022,0.289999992,10000,2899.99992,0.793650794,"Fossil,GenderEquality"
 ACGBF,11/9/2022,0.289999992,10000,2899.99992,0.793650794,"Fossil,GenderEquality"
 ACGBF,12/16/2022,0.330000013,10000,3300.00013,0.793650794,"Fossil,GenderEquality"
 ACGBF,1/27/2023,0.370000005,10000,3700.00005,0.793650794,"Fossil,GenderEquality"
 ACGBF,2/8/2023,0.349999994,10000,3499.99994,0.793650794,"Fossil,GenderEquality"
 ACGBF,3/9/2023,0.349999994,10000,3499.99994,1.19047619,"Fossil,GenderEquality"
 FCODF,4/14/2020,565,10000,5650000,0.793650794,"Deforestation,GenderEquality"
 FCODF,5/19/2020,588.7886963,10000,5887886.963,0.793650794,"Deforestation,GenderEquality"
 FCODF,6/10/2020,770,10000,7700000,0.793650794,"Deforestation,GenderEquality"
 FCODF,7/16/2020,758.9771118,10000,7589771.118,0.793650794,"Deforestation,GenderEquality"
 FCODF,8/11/2020,718,10000,7180000,0.793650794,"Deforestation,GenderEquality"
 FCODF,9/28/2020,850,10000,8500000,0.793650794,"Deforestation,GenderEquality"
 FCODF,11/11/2020,809,10000,8090000,0.793650794,"Deforestation,GenderEquality"
